sex_F,sex_I,sex_M,length,height,shucked weight,viscera weight,shell weight
0.0,0.0,1.0,0.505,0.14,0.3415,0.1855,0.239
0.0,0.0,1.0,0.525,0.13,0.3375,0.1425,0.225
0.0,0.0,1.0,0.54,0.125,0.4815,0.1915,0.202
1.0,0.0,0.0,0.54,0.14,0.369,0.1725,0.21
1.0,0.0,0.0,0.545,0.135,0.429,0.2015,0.2375
1.0,0.0,0.0,0.55,0.125,0.4035,0.175,0.283
0.0,0.0,1.0,0.55,0.15,0.407,0.2015,0.2875
1.0,0.0,0.0,0.55,0.15,0.362,0.1755,0.2765
0.0,0.0,1.0,0.555,0.145,0.4985,0.168,0.2385
0.0,0.0,1.0,0.565,0.155,0.4735,0.24,0.265
0.0,0.0,1.0,0.57,0.15,0.3895,0.2155,0.2745
0.0,0.0,1.0,0.57,0.13,0.349,0.1755,0.194
1.0,0.0,0.0,0.575,0.14,0.442,0.1815,0.2705
0.0,0.0,1.0,0.59,0.165,0.4545,0.244,0.3095
0.0,0.0,1.0,0.59,0.13,0.455,0.2055,0.33
1.0,0.0,0.0,0.595,0.15,0.498,0.228,0.33
1.0,0.0,0.0,0.595,0.16,0.5225,0.296,0.32
1.0,0.0,0.0,0.595,0.16,0.547,0.231,0.271
1.0,0.0,0.0,0.595,0.14,0.5175,0.244,0.305
0.0,0.0,1.0,0.6,0.175,0.549,0.2875,0.36
1.0,0.0,0.0,0.6,0.155,0.653,0.1695,0.3205
0.0,0.0,1.0,0.6,0.175,0.606,0.276,0.3445
1.0,0.0,0.0,0.605,0.175,0.609,0.2325,0.3985
0.0,0.0,1.0,0.605,0.16,0.421,0.3015,0.325
1.0,0.0,0.0,0.615,0.175,0.5585,0.33,0.292
1.0,0.0,0.0,0.615,0.15,0.629,0.2605,0.345
0.0,0.0,1.0,0.615,0.15,0.545,0.3315,0.32
0.0,0.0,1.0,0.615,0.165,0.5315,0.2815,0.41
1.0,0.0,0.0,0.62,0.16,0.6285,0.275,0.3685
0.0,0.0,1.0,0.62,0.165,0.6355,0.2545,0.315
1.0,0.0,0.0,0.625,0.155,0.465,0.162,0.411
1.0,0.0,0.0,0.625,0.2,0.5895,0.285,0.381
0.0,0.0,1.0,0.63,0.165,0.4525,0.2755,0.406
0.0,0.0,1.0,0.635,0.17,0.619,0.305,0.39
1.0,0.0,0.0,0.635,0.15,0.6495,0.361,0.31
1.0,0.0,0.0,0.635,0.165,0.668,0.2605,0.2715
1.0,0.0,0.0,0.64,0.165,0.7595,0.332,0.321
0.0,0.0,1.0,0.65,0.175,0.675,0.315,0.399
0.0,0.0,1.0,0.655,0.165,0.586,0.291,0.405
0.0,0.0,1.0,0.655,0.205,0.959,0.3415,0.601
0.0,0.0,1.0,0.66,0.17,0.5905,0.212,0.453
0.0,0.0,1.0,0.66,0.19,0.755,0.298,0.4
1.0,0.0,0.0,0.67,0.16,0.5445,0.2945,0.413
1.0,0.0,0.0,0.675,0.17,0.784,0.391,0.455
1.0,0.0,0.0,0.675,0.155,0.628,0.3405,0.42
1.0,0.0,0.0,0.68,0.195,0.861,0.322,0.415
1.0,0.0,0.0,0.685,0.16,0.833,0.3775,0.475
1.0,0.0,0.0,0.695,0.22,0.8455,0.422,0.455
0.0,0.0,1.0,0.73,0.23,1.1465,0.419,0.897
0.0,1.0,0.0,0.205,0.05,0.0165,0.012,0.0135
0.0,1.0,0.0,0.24,0.055,0.025,0.014,0.021
0.0,1.0,0.0,0.24,0.065,0.031,0.0135,0.017
0.0,1.0,0.0,0.255,0.05,0.0295,0.0215,0.027
0.0,1.0,0.0,0.255,0.055,0.031,0.0215,0.02
0.0,1.0,0.0,0.265,0.06,0.0345,0.025,0.0245
0.0,1.0,0.0,0.28,0.075,0.0455,0.029,0.0345
0.0,1.0,0.0,0.295,0.08,0.065,0.05,0.0385
0.0,1.0,0.0,0.3,0.08,0.05,0.0265,0.043
0.0,1.0,0.0,0.3,0.095,0.056,0.0365,0.037
0.0,1.0,0.0,0.305,0.07,0.062,0.031,0.037
0.0,1.0,0.0,0.315,0.075,0.0585,0.0375,0.0425
0.0,1.0,0.0,0.315,0.07,0.053,0.0305,0.04
0.0,1.0,0.0,0.32,0.09,0.07,0.0265,0.0425
0.0,1.0,0.0,0.325,0.075,0.0825,0.0445,0.05
0.0,1.0,0.0,0.33,0.085,0.0775,0.0305,0.0445
0.0,1.0,0.0,0.335,0.075,0.0705,0.044,0.055
0.0,1.0,0.0,0.335,0.075,0.0945,0.038,0.0445
0.0,1.0,0.0,0.34,0.075,0.0665,0.0455,0.045
0.0,1.0,0.0,0.34,0.07,0.104,0.0425,0.055
0.0,1.0,0.0,0.345,0.1,0.111,0.0535,0.065
0.0,1.0,0.0,0.37,0.095,0.1045,0.058,0.067
0.0,1.0,0.0,0.37,0.095,0.1505,0.069,0.0795
0.0,1.0,0.0,0.375,0.09,0.084,0.06,0.055
0.0,1.0,0.0,0.385,0.08,0.124,0.037,0.07
0.0,1.0,0.0,0.41,0.09,0.155,0.0695,0.09
0.0,1.0,0.0,0.41,0.09,0.157,0.0745,0.1
0.0,1.0,0.0,0.41,0.09,0.1635,0.061,0.091
0.0,1.0,0.0,0.415,0.09,0.17,0.081,0.09
0.0,1.0,0.0,0.42,0.115,0.169,0.092,0.1
0.0,1.0,0.0,0.42,0.1,0.157,0.0795,0.09
0.0,1.0,0.0,0.425,0.1,0.164,0.096,0.1
0.0,1.0,0.0,0.425,0.1,0.1645,0.072,0.105
0.0,1.0,0.0,0.43,0.1,0.1575,0.0825,0.105
0.0,1.0,0.0,0.43,0.09,0.217,0.087,0.095
0.0,1.0,0.0,0.435,0.12,0.1815,0.061,0.1125
0.0,1.0,0.0,0.435,0.115,0.1825,0.078,0.1145
0.0,1.0,0.0,0.44,0.13,0.209,0.0835,0.134
0.0,1.0,0.0,0.44,0.09,0.148,0.067,0.105
1.0,0.0,0.0,0.445,0.11,0.2025,0.1095,0.1195
0.0,1.0,0.0,0.445,0.13,0.1695,0.0945,0.1195
0.0,1.0,0.0,0.45,0.13,0.191,0.127,0.137
0.0,1.0,0.0,0.45,0.105,0.197,0.093,0.1335
0.0,1.0,0.0,0.45,0.11,0.2355,0.0855,0.1135
0.0,1.0,0.0,0.45,0.105,0.2335,0.153,0.119
0.0,1.0,0.0,0.455,0.125,0.225,0.126,0.1465
0.0,1.0,0.0,0.455,0.12,0.2355,0.1055,0.1295
0.0,1.0,0.0,0.46,0.1,0.2325,0.093,0.115
0.0,1.0,0.0,0.46,0.105,0.196,0.0945,0.1265
0.0,1.0,0.0,0.465,0.115,0.2315,0.0925,0.113
0.0,1.0,0.0,0.465,0.115,0.261,0.098,0.143
0.0,1.0,0.0,0.465,0.11,0.1755,0.0905,0.12
1.0,0.0,0.0,0.465,0.125,0.23,0.106,0.1095
0.0,0.0,1.0,0.47,0.12,0.327,0.15,0.14
1.0,0.0,0.0,0.47,0.12,0.29,0.092,0.146
0.0,0.0,1.0,0.475,0.125,0.222,0.1215,0.15
1.0,0.0,0.0,0.475,0.12,0.3245,0.11,0.127
0.0,0.0,1.0,0.48,0.115,0.3205,0.1065,0.17
0.0,0.0,1.0,0.48,0.145,0.2925,0.1405,0.1575
0.0,0.0,1.0,0.48,0.1,0.194,0.099,0.115
0.0,0.0,1.0,0.48,0.12,0.312,0.117,0.14
1.0,0.0,0.0,0.485,0.115,0.1995,0.0955,0.129
0.0,0.0,1.0,0.49,0.125,0.32,0.124,0.1695
0.0,0.0,1.0,0.495,0.135,0.3035,0.1295,0.1495
0.0,0.0,1.0,0.495,0.135,0.272,0.1435,0.144
0.0,0.0,1.0,0.5,0.135,0.3145,0.1535,0.1565
0.0,1.0,0.0,0.5,0.12,0.2835,0.103,0.135
0.0,0.0,1.0,0.5,0.135,0.3195,0.129,0.1535
0.0,0.0,1.0,0.5,0.125,0.336,0.12,0.1825
1.0,0.0,0.0,0.505,0.13,0.3165,0.141,0.1785
0.0,1.0,0.0,0.505,0.15,0.362,0.131,0.156
0.0,0.0,1.0,0.505,0.125,0.289,0.133,0.155
0.0,1.0,0.0,0.505,0.125,0.25,0.1205,0.185
0.0,0.0,1.0,0.51,0.135,0.3935,0.1455,0.19
0.0,1.0,0.0,0.51,0.1,0.238,0.1225,0.175
0.0,1.0,0.0,0.51,0.135,0.3655,0.1585,0.18
0.0,0.0,1.0,0.51,0.15,0.347,0.134,0.1885
0.0,0.0,1.0,0.51,0.145,0.3865,0.1815,0.1955
1.0,0.0,0.0,0.515,0.14,0.367,0.2,0.23
0.0,0.0,1.0,0.515,0.155,0.3695,0.137,0.155
1.0,0.0,0.0,0.525,0.14,0.3475,0.173,0.175
0.0,0.0,1.0,0.525,0.14,0.334,0.1575,0.17
1.0,0.0,0.0,0.53,0.13,0.325,0.197,0.205
1.0,0.0,0.0,0.53,0.15,0.328,0.232,0.202
0.0,0.0,1.0,0.53,0.125,0.2715,0.1605,0.186
1.0,0.0,0.0,0.535,0.135,0.3935,0.196,0.205
0.0,0.0,1.0,0.535,0.14,0.2855,0.1595,0.2155
0.0,0.0,1.0,0.535,0.14,0.3735,0.229,0.2195
1.0,0.0,0.0,0.55,0.155,0.544,0.178,0.218
1.0,0.0,0.0,0.55,0.14,0.368,0.161,0.275
1.0,0.0,0.0,0.56,0.16,0.4525,0.207,0.274
1.0,0.0,0.0,0.565,0.13,0.3075,0.1665,0.18
0.0,0.0,1.0,0.57,0.155,0.5625,0.2565,0.295
0.0,0.0,1.0,0.57,0.155,0.513,0.21,0.343
1.0,0.0,0.0,0.57,0.15,0.54,0.255,0.27
0.0,0.0,1.0,0.57,0.14,0.5265,0.2195,0.24
0.0,0.0,1.0,0.57,0.17,0.4075,0.1935,0.214
0.0,0.0,1.0,0.575,0.16,0.4955,0.2745,0.29
1.0,0.0,0.0,0.575,0.16,0.538,0.221,0.249
1.0,0.0,0.0,0.58,0.15,0.5575,0.2255,0.29
1.0,0.0,0.0,0.58,0.18,0.4095,0.2595,0.276
0.0,0.0,1.0,0.58,0.15,0.4985,0.2115,0.2835
1.0,0.0,0.0,0.58,0.145,0.5585,0.22,0.29
0.0,0.0,1.0,0.58,0.13,0.586,0.2565,0.237
0.0,0.0,1.0,0.59,0.155,0.5245,0.2615,0.275
0.0,0.0,1.0,0.59,0.16,0.479,0.2425,0.309
1.0,0.0,0.0,0.59,0.145,0.5155,0.2445,0.25
1.0,0.0,0.0,0.595,0.155,0.4515,0.178,0.155
1.0,0.0,0.0,0.595,0.15,0.5865,0.2205,0.25
0.0,0.0,1.0,0.595,0.165,0.621,0.2435,0.274
1.0,0.0,0.0,0.595,0.14,0.4655,0.2095,0.2515
0.0,0.0,1.0,0.595,0.15,0.518,0.2205,0.27
1.0,0.0,0.0,0.605,0.15,0.5265,0.2645,0.295
0.0,0.0,1.0,0.605,0.155,0.572,0.2455,0.275
0.0,0.0,1.0,0.605,0.165,0.6025,0.262,0.2925
0.0,0.0,1.0,0.61,0.15,0.565,0.258,0.3085
0.0,0.0,1.0,0.61,0.155,0.554,0.239,0.3295
1.0,0.0,0.0,0.615,0.16,0.585,0.2595,0.33
1.0,0.0,0.0,0.62,0.18,0.594,0.276,0.388
1.0,0.0,0.0,0.625,0.17,0.6235,0.278,0.365
0.0,0.0,1.0,0.625,0.175,0.5705,0.271,0.405
1.0,0.0,0.0,0.625,0.175,0.4755,0.2475,0.349
1.0,0.0,0.0,0.625,0.165,0.573,0.3035,0.315
1.0,0.0,0.0,0.625,0.2,0.5845,0.302,0.401
0.0,0.0,1.0,0.63,0.155,0.637,0.275,0.31
1.0,0.0,0.0,0.63,0.165,0.599,0.284,0.315
0.0,0.0,1.0,0.63,0.15,0.5185,0.248,0.3235
0.0,0.0,1.0,0.635,0.175,0.623,0.2705,0.395
0.0,0.0,1.0,0.635,0.185,0.684,0.3,0.3745
0.0,0.0,1.0,0.64,0.155,0.705,0.2655,0.335
1.0,0.0,0.0,0.64,0.17,0.693,0.326,0.409
1.0,0.0,0.0,0.64,0.175,0.4935,0.291,0.4
1.0,0.0,0.0,0.645,0.155,0.6145,0.236,0.3185
0.0,0.0,1.0,0.645,0.175,0.779,0.342,0.432
0.0,0.0,1.0,0.645,0.175,0.709,0.3555,0.4
1.0,0.0,0.0,0.645,0.165,0.684,0.308,0.336
0.0,0.0,1.0,0.645,0.175,0.633,0.299,0.349
1.0,0.0,0.0,0.645,0.16,0.5475,0.327,0.3
1.0,0.0,0.0,0.645,0.15,0.515,0.2055,0.385
0.0,0.0,1.0,0.65,0.16,0.57,0.312,0.3725
0.0,0.0,1.0,0.65,0.21,0.6665,0.308,0.46
0.0,0.0,1.0,0.65,0.185,0.6645,0.3225,0.477
1.0,0.0,0.0,0.655,0.16,0.6895,0.331,0.1825
1.0,0.0,0.0,0.655,0.175,0.8515,0.3365,0.403
1.0,0.0,0.0,0.66,0.185,0.69,0.3025,0.441
0.0,0.0,1.0,0.66,0.19,0.6425,0.297,0.5175
0.0,0.0,1.0,0.66,0.195,0.594,0.3595,0.485
1.0,0.0,0.0,0.66,0.18,0.641,0.294,0.335
0.0,0.0,1.0,0.67,0.165,0.682,0.3145,0.4005
1.0,0.0,0.0,0.675,0.225,0.739,0.2995,0.435
1.0,0.0,0.0,0.675,0.195,0.7645,0.3615,0.553
0.0,0.0,1.0,0.68,0.185,0.7245,0.3215,0.498
0.0,0.0,1.0,0.69,0.175,0.8255,0.362,0.405
0.0,0.0,1.0,0.69,0.2,0.893,0.4015,0.48
1.0,0.0,0.0,0.695,0.175,0.8035,0.396,0.503
1.0,0.0,0.0,0.705,0.18,0.693,0.42,0.4045
0.0,0.0,1.0,0.71,0.205,1.012,0.5225,0.5475
0.0,0.0,1.0,0.715,0.175,0.7645,0.4185,0.4135
1.0,0.0,0.0,0.715,0.185,0.6655,0.383,0.405
1.0,0.0,0.0,0.735,0.22,1.1335,0.44,0.6
0.0,0.0,1.0,0.765,0.22,1.007,0.509,0.6205
0.0,1.0,0.0,0.185,0.045,0.012,0.0075,0.0095
0.0,1.0,0.0,0.195,0.045,0.018,0.006,0.011
0.0,1.0,0.0,0.195,0.04,0.0135,0.005,0.0095
0.0,1.0,0.0,0.2,0.04,0.0155,0.009,0.007
0.0,1.0,0.0,0.225,0.055,0.027,0.0125,0.015
0.0,1.0,0.0,0.245,0.065,0.03,0.013,0.0215
0.0,1.0,0.0,0.25,0.065,0.0245,0.0155,0.0225
0.0,1.0,0.0,0.265,0.055,0.0365,0.0175,0.025
0.0,1.0,0.0,0.275,0.065,0.054,0.02,0.028
0.0,1.0,0.0,0.28,0.085,0.0415,0.024,0.034
0.0,1.0,0.0,0.285,0.065,0.0405,0.0205,0.03
0.0,1.0,0.0,0.3,0.08,0.055,0.0265,0.039
0.0,1.0,0.0,0.315,0.055,0.065,0.027,0.039
0.0,1.0,0.0,0.32,0.085,0.0675,0.0295,0.0405
0.0,1.0,0.0,0.34,0.08,0.09,0.0475,0.055
0.0,1.0,0.0,0.37,0.1,0.1165,0.0265,0.0635
0.0,1.0,0.0,0.375,0.08,0.1125,0.0455,0.067
0.0,1.0,0.0,0.375,0.1,0.1165,0.042,0.065
0.0,1.0,0.0,0.385,0.08,0.122,0.0495,0.065
0.0,1.0,0.0,0.4,0.095,0.194,0.053,0.087
0.0,1.0,0.0,0.405,0.11,0.172,0.044,0.093
0.0,1.0,0.0,0.41,0.1,0.1255,0.057,0.0875
0.0,1.0,0.0,0.41,0.1,0.132,0.072,0.106
0.0,1.0,0.0,0.42,0.105,0.1255,0.07,0.1035
0.0,1.0,0.0,0.42,0.11,0.174,0.0635,0.105
0.0,1.0,0.0,0.42,0.095,0.1255,0.051,0.088
0.0,1.0,0.0,0.425,0.115,0.162,0.0865,0.1045
0.0,0.0,1.0,0.43,0.12,0.1985,0.0865,0.1035
0.0,1.0,0.0,0.435,0.11,0.2055,0.096,0.096
0.0,1.0,0.0,0.435,0.115,0.222,0.0735,0.106
0.0,1.0,0.0,0.44,0.11,0.1545,0.084,0.12
0.0,1.0,0.0,0.445,0.105,0.1675,0.1015,0.117
0.0,1.0,0.0,0.445,0.145,0.1945,0.0905,0.13
0.0,1.0,0.0,0.445,0.11,0.1985,0.0935,0.109
0.0,1.0,0.0,0.45,0.125,0.2135,0.0985,0.1315
0.0,1.0,0.0,0.45,0.12,0.241,0.1075,0.12
0.0,1.0,0.0,0.45,0.105,0.1865,0.0785,0.0975
0.0,1.0,0.0,0.45,0.1,0.1945,0.1,0.098
0.0,1.0,0.0,0.45,0.11,0.16,0.0885,0.102
0.0,1.0,0.0,0.46,0.115,0.18,0.098,0.1175
0.0,0.0,1.0,0.47,0.105,0.27,0.1395,0.129
0.0,1.0,0.0,0.47,0.125,0.211,0.1075,0.142
0.0,1.0,0.0,0.475,0.11,0.206,0.099,0.13
0.0,1.0,0.0,0.475,0.1,0.2165,0.111,0.115
0.0,1.0,0.0,0.48,0.125,0.3395,0.1085,0.1665
0.0,0.0,1.0,0.49,0.125,0.235,0.13,0.141
0.0,1.0,0.0,0.5,0.14,0.248,0.112,0.1585
0.0,1.0,0.0,0.5,0.12,0.215,0.116,0.17
0.0,1.0,0.0,0.5,0.125,0.2485,0.1135,0.134
0.0,0.0,1.0,0.5,0.125,0.2485,0.117,0.131
1.0,0.0,0.0,0.505,0.125,0.246,0.15,0.1405
0.0,1.0,0.0,0.51,0.125,0.3465,0.1395,0.182
1.0,0.0,0.0,0.51,0.125,0.261,0.115,0.1385
0.0,1.0,0.0,0.51,0.125,0.2615,0.1195,0.1525
0.0,1.0,0.0,0.51,0.115,0.215,0.1135,0.166
0.0,1.0,0.0,0.515,0.125,0.3175,0.1265,0.15
0.0,0.0,1.0,0.52,0.145,0.3525,0.1845,0.185
0.0,1.0,0.0,0.52,0.135,0.2295,0.133,0.157
0.0,1.0,0.0,0.52,0.125,0.288,0.1295,0.167
1.0,0.0,0.0,0.52,0.15,0.523,0.1985,0.254
0.0,1.0,0.0,0.525,0.13,0.325,0.1245,0.17
0.0,1.0,0.0,0.525,0.14,0.2625,0.1285,0.1835
0.0,0.0,1.0,0.525,0.12,0.3755,0.1555,0.201
0.0,1.0,0.0,0.525,0.12,0.297,0.1395,0.1405
0.0,1.0,0.0,0.53,0.125,0.279,0.127,0.19
0.0,1.0,0.0,0.535,0.125,0.2595,0.149,0.169
0.0,1.0,0.0,0.54,0.14,0.3125,0.138,0.1895
0.0,0.0,1.0,0.545,0.135,0.4225,0.1815,0.156
0.0,0.0,1.0,0.545,0.12,0.434,0.1405,0.19
0.0,0.0,1.0,0.545,0.14,0.4615,0.127,0.218
1.0,0.0,0.0,0.55,0.135,0.427,0.1855,0.175
1.0,0.0,0.0,0.55,0.15,0.395,0.195,0.223
0.0,0.0,1.0,0.55,0.15,0.411,0.1765,0.2165
0.0,0.0,1.0,0.56,0.145,0.464,0.1775,0.234
0.0,0.0,1.0,0.56,0.16,0.42,0.2175,0.2215
1.0,0.0,0.0,0.56,0.155,0.336,0.1765,0.245
0.0,0.0,1.0,0.56,0.145,0.43,0.1885,0.205
0.0,0.0,1.0,0.565,0.15,0.4565,0.2395,0.23
0.0,0.0,1.0,0.565,0.15,0.5795,0.1825,0.206
1.0,0.0,0.0,0.565,0.175,0.447,0.2375,0.2645
0.0,0.0,1.0,0.57,0.15,0.5415,0.2035,0.25
1.0,0.0,0.0,0.57,0.145,0.412,0.217,0.22
0.0,1.0,0.0,0.57,0.15,0.3425,0.16,0.224
1.0,0.0,0.0,0.575,0.145,0.466,0.229,0.265
1.0,0.0,0.0,0.575,0.16,0.556,0.214,0.2575
0.0,0.0,1.0,0.575,0.14,0.401,0.191,0.222
1.0,0.0,0.0,0.575,0.165,0.435,0.197,0.238
0.0,0.0,1.0,0.575,0.135,0.4245,0.197,0.26
0.0,1.0,0.0,0.575,0.13,0.3155,0.2155,0.245
0.0,0.0,1.0,0.575,0.17,0.549,0.2175,0.228
0.0,0.0,1.0,0.575,0.145,0.415,0.1945,0.22
0.0,0.0,1.0,0.58,0.15,0.4765,0.2155,0.265
0.0,0.0,1.0,0.58,0.195,0.945,0.426,0.441
0.0,0.0,1.0,0.58,0.135,0.3775,0.1915,0.22
0.0,0.0,1.0,0.58,0.14,0.486,0.1815,0.253
0.0,0.0,1.0,0.58,0.145,0.547,0.1975,0.2295
1.0,0.0,0.0,0.58,0.155,0.385,0.246,0.265
0.0,0.0,1.0,0.585,0.145,0.478,0.1825,0.235
0.0,0.0,1.0,0.585,0.16,0.4595,0.236,0.265
0.0,0.0,1.0,0.59,0.15,0.481,0.232,0.24
1.0,0.0,0.0,0.6,0.16,0.485,0.2495,0.2565
0.0,0.0,1.0,0.6,0.17,0.696,0.2395,0.24
1.0,0.0,0.0,0.6,0.15,0.5455,0.262,0.25
0.0,0.0,1.0,0.6,0.155,0.512,0.2465,0.225
1.0,0.0,0.0,0.605,0.165,0.611,0.2275,0.292
0.0,0.0,1.0,0.605,0.14,0.555,0.257,0.274
0.0,0.0,1.0,0.605,0.17,0.582,0.2365,0.317
1.0,0.0,0.0,0.605,0.165,0.433,0.2195,0.357
0.0,0.0,1.0,0.61,0.16,0.5315,0.212,0.2415
0.0,0.0,1.0,0.61,0.145,0.783,0.2255,0.2865
0.0,0.0,1.0,0.61,0.165,0.498,0.242,0.267
0.0,0.0,1.0,0.615,0.17,0.4815,0.272,0.27
1.0,0.0,0.0,0.615,0.15,0.4615,0.1825,0.2415
1.0,0.0,0.0,0.615,0.155,0.447,0.25,0.285
0.0,0.0,1.0,0.62,0.135,0.5315,0.2005,0.2475
0.0,0.0,1.0,0.62,0.2,0.4285,0.1525,0.2405
1.0,0.0,0.0,0.62,0.16,0.5635,0.2445,0.281
1.0,0.0,0.0,0.625,0.175,0.7335,0.2715,0.332
0.0,0.0,1.0,0.625,0.185,0.587,0.29,0.286
0.0,0.0,1.0,0.63,0.155,0.589,0.211,0.287
0.0,0.0,1.0,0.63,0.175,0.5635,0.3065,0.3425
1.0,0.0,0.0,0.635,0.015,0.5115,0.308,0.2885
0.0,0.0,1.0,0.64,0.165,0.632,0.3415,0.358
0.0,0.0,1.0,0.645,0.195,0.6465,0.2945,0.3735
1.0,0.0,0.0,0.645,0.17,0.528,0.254,0.305
1.0,0.0,0.0,0.65,0.19,0.6415,0.339,0.4245
0.0,0.0,1.0,0.65,0.155,0.565,0.3135,0.294
0.0,0.0,1.0,0.655,0.16,0.553,0.369,0.345
1.0,0.0,0.0,0.655,0.175,0.5885,0.3725,0.364
1.0,0.0,0.0,0.66,0.185,0.546,0.2705,0.476
0.0,0.0,1.0,0.665,0.16,0.629,0.279,0.34
0.0,1.0,0.0,0.665,0.17,0.6035,0.291,0.3595
1.0,0.0,0.0,0.67,0.205,0.6075,0.3025,0.353
1.0,0.0,0.0,0.685,0.215,0.664,0.3655,0.4735
0.0,0.0,1.0,0.685,0.165,0.699,0.3685,0.4
1.0,0.0,0.0,0.69,0.155,0.624,0.3105,0.39
0.0,0.0,1.0,0.69,0.21,0.7355,0.405,0.3865
1.0,0.0,0.0,0.69,0.17,0.7945,0.3485,0.3695
0.0,0.0,1.0,0.695,0.185,0.885,0.3715,0.4375
0.0,0.0,1.0,0.7,0.18,0.895,0.3355,0.446
0.0,0.0,1.0,0.7,0.19,1.095,0.418,0.638
1.0,0.0,0.0,0.7,0.19,0.8545,0.307,0.3995
1.0,0.0,0.0,0.705,0.17,0.6395,0.236,0.301
1.0,0.0,0.0,0.71,0.18,0.735,0.381,0.4525
0.0,0.0,1.0,0.715,0.19,1.0465,0.407,0.5075
0.0,0.0,1.0,0.715,0.19,0.889,0.313,0.42
1.0,0.0,0.0,0.72,0.195,1.0265,0.48,0.5375
1.0,0.0,0.0,0.72,0.2,0.9035,0.469,0.5215
0.0,0.0,1.0,0.72,0.145,0.691,0.1945,0.2685
0.0,0.0,1.0,0.725,0.185,1.026,0.4255,0.4505
1.0,0.0,0.0,0.73,0.185,0.931,0.38,0.4825
0.0,0.0,1.0,0.735,0.185,0.952,0.55,0.5
0.0,0.0,1.0,0.745,0.215,0.896,0.4585,0.5
1.0,0.0,0.0,0.75,0.21,1.109,0.5195,0.545
1.0,0.0,0.0,0.755,0.21,1.1965,0.513,0.6785
0.0,0.0,1.0,0.755,0.205,0.8295,0.4015,0.595
1.0,0.0,0.0,0.78,0.215,1.488,0.4985,0.586
0.0,1.0,0.0,0.185,0.12,0.196,0.1045,0.15
0.0,1.0,0.0,0.245,0.06,0.034,0.014,0.0215
0.0,1.0,0.0,0.25,0.065,0.0295,0.014,0.0225
0.0,1.0,0.0,0.25,0.065,0.039,0.015,0.025
0.0,1.0,0.0,0.275,0.09,0.0545,0.0295,0.0355
0.0,1.0,0.0,0.305,0.065,0.044,0.0205,0.038
0.0,1.0,0.0,0.31,0.07,0.435,0.015,0.04
0.0,1.0,0.0,0.315,0.08,0.0545,0.031,0.0445
0.0,1.0,0.0,0.315,0.07,0.046,0.0235,0.0385
0.0,1.0,0.0,0.325,0.075,0.0565,0.032,0.09
0.0,1.0,0.0,0.33,0.095,0.102,0.0395,0.052
0.0,1.0,0.0,0.33,0.095,0.077,0.032,0.0435
0.0,1.0,0.0,0.335,0.09,0.096,0.0405,0.048
0.0,1.0,0.0,0.34,0.09,0.0775,0.033,0.055
0.0,1.0,0.0,0.345,0.095,0.0925,0.037,0.055
0.0,1.0,0.0,0.345,0.085,0.105,0.037,0.05
0.0,1.0,0.0,0.35,0.075,0.1,0.036,0.065
0.0,1.0,0.0,0.35,0.09,0.0855,0.0305,0.0525
0.0,1.0,0.0,0.36,0.085,0.0875,0.035,0.064
0.0,1.0,0.0,0.365,0.085,0.081,0.042,0.058
0.0,1.0,0.0,0.365,0.085,0.0825,0.0375,0.06
0.0,1.0,0.0,0.365,0.085,0.0945,0.049,0.06
0.0,1.0,0.0,0.37,0.09,0.089,0.0655,0.075
0.0,1.0,0.0,0.37,0.085,0.1095,0.035,0.062
0.0,1.0,0.0,0.375,0.095,0.096,0.041,0.061
0.0,1.0,0.0,0.375,0.085,0.118,0.045,0.0695
0.0,1.0,0.0,0.375,0.09,0.093,0.0405,0.0755
0.0,1.0,0.0,0.375,0.095,0.11,0.0415,0.0775
0.0,1.0,0.0,0.375,0.08,0.0825,0.048,0.065
0.0,1.0,0.0,0.375,0.085,0.0945,0.039,0.07
0.0,1.0,0.0,0.38,0.11,0.11,0.0535,0.0755
0.0,1.0,0.0,0.38,0.08,0.0865,0.042,0.07
0.0,1.0,0.0,0.385,0.09,0.111,0.0595,0.0745
0.0,1.0,0.0,0.385,0.085,0.097,0.038,0.067
0.0,1.0,0.0,0.385,0.095,0.152,0.0615,0.0735
0.0,1.0,0.0,0.385,0.09,0.1025,0.042,0.0655
0.0,1.0,0.0,0.39,0.095,0.1665,0.0575,0.089
0.0,1.0,0.0,0.395,0.105,0.1135,0.0595,0.0945
0.0,1.0,0.0,0.395,0.095,0.115,0.0625,0.085
0.0,1.0,0.0,0.395,0.1,0.1445,0.061,0.082
0.0,1.0,0.0,0.4,0.1,0.1205,0.0605,0.0765
0.0,1.0,0.0,0.405,0.09,0.1265,0.0505,0.075
0.0,1.0,0.0,0.41,0.11,0.157,0.0705,0.17
0.0,1.0,0.0,0.42,0.09,0.168,0.0615,0.082
0.0,1.0,0.0,0.425,0.11,0.173,0.045,0.1
0.0,1.0,0.0,0.425,0.1,0.126,0.06,0.106
0.0,1.0,0.0,0.425,0.09,0.1385,0.065,0.08
0.0,1.0,0.0,0.43,0.0,0.2065,0.086,0.115
0.0,1.0,0.0,0.43,0.095,0.175,0.08,0.1045
0.0,1.0,0.0,0.435,0.11,0.1615,0.0715,0.12
0.0,1.0,0.0,0.44,0.12,0.2115,0.083,0.12
0.0,1.0,0.0,0.45,0.105,0.208,0.089,0.12
